pair_id,group_id,enzyme_class,enz_ac,sub_ac,enz_gene,sub_gene,enzyme_type,label,source,pmid,enz_gene_norm,sub_gene_norm,gene_pair_key,ppi_physical_flag
E3|Q9Y297|Q9NZQ7,E3|Q9Y297,E3,Q9Y297,Q9NZQ7,BTRC,CD274,F-box,0,neg2x_initial_degree_matched,,BTRC,CD274,BTRC|CD274,True
E3|Q9Y297|Q96IZ0,E3|Q9Y297,E3,Q9Y297,Q96IZ0,BTRC,PAWR,F-box,0,neg2x_initial_degree_matched,,BTRC,PAWR,BTRC|PAWR,True
E3|Q9Y297|P08107,E3|Q9Y297,E3,Q9Y297,P08107,BTRC,HSPA1A,F-box,0,neg2x_initial_degree_matched,,BTRC,HSPA1A,BTRC|HSPA1A,True
E3|Q9Y297|P07333,E3|Q9Y297,E3,Q9Y297,P07333,BTRC,CSF1R,F-box,0,neg2x_initial_degree_matched,,BTRC,CSF1R,BTRC|CSF1R,True
E3|Q9Y297|P25440,E3|Q9Y297,E3,Q9Y297,P25440,BTRC,BRD2,F-box,0,neg2x_initial_degree_matched,,BTRC,BRD2,BRD2|BTRC,True
E3|Q9Y297|Q7L8J4,E3|Q9Y297,E3,Q9Y297,Q7L8J4,BTRC,SH3BP5L,F-box,0,neg2x_initial_degree_matched,,BTRC,SH3BP5L,BTRC|SH3BP5L,True
E3|Q9Y297|Q9UHD2,E3|Q9Y297,E3,Q9Y297,Q9UHD2,BTRC,TBK1,F-box,0,neg2x_initial_degree_matched,,BTRC,TBK1,BTRC|TBK1,True
E3|Q9Y297|Q14258,E3|Q9Y297,E3,Q9Y297,Q14258,BTRC,TRIM25,F-box,0,neg2x_initial_degree_matched,,BTRC,TRIM25,BTRC|TRIM25,True
E3|Q9Y297|P37173,E3|Q9Y297,E3,Q9Y297,P37173,BTRC,TGFBR2,F-box,0,neg2x_initial_degree_matched,,BTRC,TGFBR2,BTRC|TGFBR2,True
E3|Q9Y297|Q66K74,E3|Q9Y297,E3,Q9Y297,Q66K74,BTRC,MAP1S,F-box,0,neg2x_initial_degree_matched,,BTRC,MAP1S,BTRC|MAP1S,True
E3|Q9Y297|O14757,E3|Q9Y297,E3,Q9Y297,O14757,BTRC,CHEK1,F-box,0,neg2x_initial_degree_matched,,BTRC,CHEK1,BTRC|CHEK1,True
E3|Q9Y297|P19474,E3|Q9Y297,E3,Q9Y297,P19474,BTRC,TRIM21,F-box,0,neg2x_initial_degree_matched,,BTRC,TRIM21,BTRC|TRIM21,True
E3|Q9Y4K3|Q9BZY9,E3|Q9Y4K3,E3,Q9Y4K3,Q9BZY9,TRAF6,TRIM31,RING,0,neg2x_initial_degree_matched,,TRAF6,TRIM31,TRAF6|TRIM31,True
E3|Q9Y4K3|P22694,E3|Q9Y4K3,E3,Q9Y4K3,P22694,TRAF6,PRKACB,RING,0,neg2x_initial_degree_matched,,TRAF6,PRKACB,PRKACB|TRAF6,True
DUB|O00487|P14618,DUB|O00487,DUB,O00487,P14618,PSMD14,PKM,JAMM,0,neg2x_initial_degree_matched,,PSMD14,PKM,PKM|PSMD14,True
DUB|O75604|P46531,DUB|O75604,DUB,O75604,P46531,USP2,NOTCH1,USP,0,neg2x_initial_degree_matched,,USP2,NOTCH1,NOTCH1|USP2,True
DUB|O75604|P01106,DUB|O75604,DUB,O75604,P01106,USP2,MYC,USP,0,neg2x_initial_degree_matched,,USP2,MYC,MYC|USP2,True
DUB|O75604|P43403,DUB|O75604,DUB,O75604,P43403,USP2,ZAP70,USP,0,neg2x_initial_degree_matched,,USP2,ZAP70,USP2|ZAP70,True
DUB|O75604|Q86WV6,DUB|O75604,DUB,O75604,Q86WV6,USP2,TMEM173,USP,0,neg2x_initial_degree_matched,,USP2,TMEM173,TMEM173|USP2,True
DUB|O94782|Q9Y4K3,DUB|O94782,DUB,O94782,Q9Y4K3,USP1,TRAF6,USP,0,neg2x_initial_degree_matched,,USP1,TRAF6,TRAF6|USP1,True
DUB|O94966|Q14653,DUB|O94966,DUB,O94966,Q14653,USP19,IRF3,USP,0,neg2x_initial_degree_matched,,USP19,IRF3,IRF3|USP19,True
DUB|O94966|Q99496,DUB|O94966,DUB,O94966,Q99496,USP19,RNF2,USP,0,neg2x_initial_degree_matched,,USP19,RNF2,RNF2|USP19,True
DUB|O94966|Q8NEB9,DUB|O94966,DUB,O94966,Q8NEB9,USP19,PIK3C3,USP,0,neg2x_initial_degree_matched,,USP19,PIK3C3,PIK3C3|USP19,True
DUB|P15374|P98170,DUB|P15374,DUB,P15374,P98170,UCHL3,XIAP,UCH,0,neg2x_initial_degree_matched,,UCHL3,XIAP,UCHL3|XIAP,True
DUB|P15374|O14965,DUB|P15374,DUB,P15374,O14965,UCHL3,AURKA,UCH,0,neg2x_initial_degree_matched,,UCHL3,AURKA,AURKA|UCHL3,True
DUB|P21580|P40763,DUB|P21580,DUB,P21580,P40763,TNFAIP3,STAT3,OTU,0,neg2x_initial_degree_matched,,TNFAIP3,STAT3,STAT3|TNFAIP3,True
DUB|P21580|O43541,DUB|P21580,DUB,P21580,O43541,TNFAIP3,SMAD6,OTU,0,neg2x_initial_degree_matched,,TNFAIP3,SMAD6,SMAD6|TNFAIP3,True
DUB|P40818|P41134,DUB|P40818,DUB,P40818,P41134,USP8,ID1,USP,0,neg2x_initial_degree_matched,,USP8,ID1,ID1|USP8,True
DUB|P40818|P51965,DUB|P40818,DUB,P40818,P51965,USP8,UBE2E1,USP,0,neg2x_initial_degree_matched,,USP8,UBE2E1,UBE2E1|USP8,True
DUB|P40818|P62136,DUB|P40818,DUB,P40818,P62136,USP8,PPP1CA,USP,0,neg2x_initial_degree_matched,,USP8,PPP1CA,PPP1CA|USP8,True
DUB|P45974|P05067,DUB|P45974,DUB,P45974,P05067,USP5,APP,USP,0,neg2x_initial_degree_matched,,USP5,APP,APP|USP5,True
DUB|P51784|P12004,DUB|P51784,DUB,P51784,P12004,USP11,PCNA,USP,0,neg2x_initial_degree_matched,,USP11,PCNA,PCNA|USP11,True
DUB|P51784|P46531,DUB|P51784,DUB,P51784,P46531,USP11,NOTCH1,USP,0,neg2x_initial_degree_matched,,USP11,NOTCH1,NOTCH1|USP11,True
DUB|P51784|P14373,DUB|P51784,DUB,P51784,P14373,USP11,TRIM27,USP,0,neg2x_initial_degree_matched,,USP11,TRIM27,TRIM27|USP11,True
DUB|P51784|P27694,DUB|P51784,DUB,P51784,P27694,USP11,RPA1,USP,0,neg2x_initial_degree_matched,,USP11,RPA1,RPA1|USP11,True
DUB|P54578|P05161,DUB|P54578,DUB,P54578,P05161,USP14,ISG15,USP,0,neg2x_initial_degree_matched,,USP14,ISG15,ISG15|USP14,True
DUB|P54578|Q96T88,DUB|P54578,DUB,P54578,Q96T88,USP14,UHRF1,USP,0,neg2x_initial_degree_matched,,USP14,UHRF1,UHRF1|USP14,True
DUB|Q13107|P78344,DUB|Q13107,DUB,Q13107,P78344,USP4,EIF4G2,USP,0,neg2x_initial_degree_matched,,USP4,EIF4G2,EIF4G2|USP4,True
DUB|Q13107|Q13619,DUB|Q13107,DUB,Q13107,Q13619,USP4,CUL4A,USP,0,neg2x_initial_degree_matched,,USP4,CUL4A,CUL4A|USP4,True
DUB|Q14694|Q16777,DUB|Q14694,DUB,Q14694,Q16777,USP10,HIST2H2AC,USP,0,neg2x_initial_degree_matched,,USP10,HIST2H2AC,HIST2H2AC|USP10,True
DUB|Q14694|P37088,DUB|Q14694,DUB,Q14694,P37088,USP10,SCNN1A,USP,0,neg2x_initial_degree_matched,,USP10,SCNN1A,SCNN1A|USP10,True
DUB|Q14694|P29590,DUB|Q14694,DUB,Q14694,P29590,USP10,PML,USP,0,neg2x_initial_degree_matched,,USP10,PML,PML|USP10,True
DUB|Q14694|Q13619,DUB|Q14694,DUB,Q14694,Q13619,USP10,CUL4A,USP,0,neg2x_initial_degree_matched,,USP10,CUL4A,CUL4A|USP10,True
DUB|Q14694|O95863,DUB|Q14694,DUB,Q14694,O95863,USP10,SNAI1,USP,0,neg2x_initial_degree_matched,,USP10,SNAI1,SNAI1|USP10,True
DUB|Q14694|P53350,DUB|Q14694,DUB,Q14694,P53350,USP10,PLK1,USP,0,neg2x_initial_degree_matched,,USP10,PLK1,PLK1|USP10,True
DUB|Q14694|P03372,DUB|Q14694,DUB,Q14694,P03372,USP10,ESR1,USP,0,neg2x_initial_degree_matched,,USP10,ESR1,ESR1|USP10,True
DUB|Q14694|P37840,DUB|Q14694,DUB,Q14694,P37840,USP10,SNCA,USP,0,neg2x_initial_degree_matched,,USP10,SNCA,SNCA|USP10,True
DUB|Q5VVQ6|Q5XPI4,DUB|Q5VVQ6,DUB,Q5VVQ6,Q5XPI4,YOD1,RNF123,OTU,0,neg2x_initial_degree_matched,,YOD1,RNF123,RNF123|YOD1,True
DUB|Q5VVQ6|Q9Y4K3,DUB|Q5VVQ6,DUB,Q5VVQ6,Q9Y4K3,YOD1,TRAF6,OTU,0,neg2x_initial_degree_matched,,YOD1,TRAF6,TRAF6|YOD1,True
DUB|Q6GQQ9|Q99814,DUB|Q6GQQ9,DUB,Q6GQQ9,Q99814,OTUD7B,EPAS1,OTU,0,neg2x_initial_degree_matched,,OTUD7B,EPAS1,EPAS1|OTUD7B,True
DUB|Q6P468|P33981,DUB|Q6P468,DUB,Q6P468,P33981,USP9X,TTK,USP,0,neg2x_initial_degree_matched,,USP9X,TTK,TTK|USP9X,True
DUB|Q8TEY7|P31749,DUB|Q8TEY7,DUB,Q8TEY7,P31749,USP33,AKT1,USP,0,neg2x_initial_degree_matched,,USP33,AKT1,AKT1|USP33,True
DUB|Q92560|Q04206,DUB|Q92560,DUB,Q92560,Q04206,BAP1,RELA,UCH,0,neg2x_initial_degree_matched,,BAP1,RELA,BAP1|RELA,True
DUB|Q92560|P19474,DUB|Q92560,DUB,Q92560,P19474,BAP1,TRIM21,UCH,0,neg2x_initial_degree_matched,,BAP1,TRIM21,BAP1|TRIM21,True
DUB|Q92560|P60842,DUB|Q92560,DUB,Q92560,P60842,BAP1,EIF4A1,UCH,0,neg2x_initial_degree_matched,,BAP1,EIF4A1,BAP1|EIF4A1,True
DUB|Q92905|Q01844,DUB|Q92905,DUB,Q92905,Q01844,COPS5,EWSR1,JAMM,0,neg2x_initial_degree_matched,,COPS5,EWSR1,COPS5|EWSR1,True
DUB|Q92905|P35222,DUB|Q92905,DUB,Q92905,P35222,COPS5,CTNNB1,JAMM,0,neg2x_initial_degree_matched,,COPS5,CTNNB1,COPS5|CTNNB1,True
DUB|Q92995|P08670,DUB|Q92995,DUB,Q92995,P08670,USP13,VIM,USP,0,neg2x_initial_degree_matched,,USP13,VIM,USP13|VIM,True
DUB|Q93008|Q9ULT8,DUB|Q93008,DUB,Q93008,Q9ULT8,USP9X,HECTD1,USP,0,neg2x_initial_degree_matched,,USP9X,HECTD1,HECTD1|USP9X,True
DUB|Q93008|Q16665,DUB|Q93008,DUB,Q93008,Q16665,USP9X,HIF1A,USP,0,neg2x_initial_degree_matched,,USP9X,HIF1A,HIF1A|USP9X,True
DUB|Q93008|Q15796,DUB|Q93008,DUB,Q93008,Q15796,USP9X,SMAD2,USP,0,neg2x_initial_degree_matched,,USP9X,SMAD2,SMAD2|USP9X,True
DUB|Q93008|Q16659,DUB|Q93008,DUB,Q93008,Q16659,USP9X,MAPK6,USP,0,neg2x_initial_degree_matched,,USP9X,MAPK6,MAPK6|USP9X,True
DUB|Q93008|O95863,DUB|Q93008,DUB,Q93008,O95863,USP9X,SNAI1,USP,0,neg2x_initial_degree_matched,,USP9X,SNAI1,SNAI1|USP9X,True
DUB|Q93008|O14965,DUB|Q93008,DUB,Q93008,O14965,USP9X,AURKA,USP,0,neg2x_initial_degree_matched,,USP9X,AURKA,AURKA|USP9X,True
DUB|Q93008|Q16526,DUB|Q93008,DUB,Q93008,Q16526,USP9X,CRY1,USP,0,neg2x_initial_degree_matched,,USP9X,CRY1,CRY1|USP9X,True
DUB|Q93008|O43474,DUB|Q93008,DUB,Q93008,O43474,USP9X,KLF4,USP,0,neg2x_initial_degree_matched,,USP9X,KLF4,KLF4|USP9X,True
DUB|Q93008|Q9H8V3,DUB|Q93008,DUB,Q93008,Q9H8V3,USP9X,ECT2,USP,0,neg2x_initial_degree_matched,,USP9X,ECT2,ECT2|USP9X,True
DUB|Q93008|O43318,DUB|Q93008,DUB,Q93008,O43318,USP9X,MAP3K7,USP,0,neg2x_initial_degree_matched,,USP9X,MAP3K7,MAP3K7|USP9X,True
DUB|Q93009|Q13619,DUB|Q93009,DUB,Q93009,Q13619,USP7,CUL4A,USP,0,neg2x_initial_degree_matched,,USP7,CUL4A,CUL4A|USP7,True
DUB|Q93009|P08670,DUB|Q93009,DUB,Q93009,P08670,USP7,VIM,USP,0,neg2x_initial_degree_matched,,USP7,VIM,USP7|VIM,True
DUB|Q93009|Q12933,DUB|Q93009,DUB,Q93009,Q12933,USP7,TRAF2,USP,0,neg2x_initial_degree_matched,,USP7,TRAF2,TRAF2|USP7,True
DUB|Q93009|P06239,DUB|Q93009,DUB,Q93009,P06239,USP7,LCK,USP,0,neg2x_initial_degree_matched,,USP7,LCK,LCK|USP7,True
DUB|Q93009|O43474,DUB|Q93009,DUB,Q93009,O43474,USP7,KLF4,USP,0,neg2x_initial_degree_matched,,USP7,KLF4,KLF4|USP7,True
DUB|Q93009|P14618,DUB|Q93009,DUB,Q93009,P14618,USP7,PKM,USP,0,neg2x_initial_degree_matched,,USP7,PKM,PKM|USP7,True
DUB|Q93009|Q02218,DUB|Q93009,DUB,Q93009,Q02218,USP7,OGDH,USP,0,neg2x_initial_degree_matched,,USP7,OGDH,OGDH|USP7,True
DUB|Q93009|Q02241,DUB|Q93009,DUB,Q93009,Q02241,USP7,KIF23,USP,0,neg2x_initial_degree_matched,,USP7,KIF23,KIF23|USP7,True
DUB|Q93009|Q9BXW9,DUB|Q93009,DUB,Q93009,Q9BXW9,USP7,FANCD2,USP,0,neg2x_initial_degree_matched,,USP7,FANCD2,FANCD2|USP7,True
DUB|Q93009|O00425,DUB|Q93009,DUB,Q93009,O00425,USP7,IGF2BP3,USP,0,neg2x_initial_degree_matched,,USP7,IGF2BP3,IGF2BP3|USP7,True
DUB|Q93009|P62937,DUB|Q93009,DUB,Q93009,P62937,USP7,PPIA,USP,0,neg2x_initial_degree_matched,,USP7,PPIA,PPIA|USP7,True
DUB|Q93009|O96017,DUB|Q93009,DUB,Q93009,O96017,USP7,CHEK2,USP,0,neg2x_initial_degree_matched,,USP7,CHEK2,CHEK2|USP7,True
DUB|Q93009|P37275,DUB|Q93009,DUB,Q93009,P37275,USP7,ZEB1,USP,0,neg2x_initial_degree_matched,,USP7,ZEB1,USP7|ZEB1,True
DUB|Q93009|P55072,DUB|Q93009,DUB,Q93009,P55072,USP7,VCP,USP,0,neg2x_initial_degree_matched,,USP7,VCP,USP7|VCP,True
DUB|Q93009|P04629,DUB|Q93009,DUB,Q93009,P04629,USP7,NTRK1,USP,0,neg2x_initial_degree_matched,,USP7,NTRK1,NTRK1|USP7,True
DUB|Q93009|Q13485,DUB|Q93009,DUB,Q93009,Q13485,USP7,SMAD4,USP,0,neg2x_initial_degree_matched,,USP7,SMAD4,SMAD4|USP7,True
DUB|Q93009|Q14494,DUB|Q93009,DUB,Q93009,Q14494,USP7,NFE2L1,USP,0,neg2x_initial_degree_matched,,USP7,NFE2L1,NFE2L1|USP7,True
DUB|Q93009|P84022,DUB|Q93009,DUB,Q93009,P84022,USP7,SMAD3,USP,0,neg2x_initial_degree_matched,,USP7,SMAD3,SMAD3|USP7,True
DUB|Q93009|Q13309,DUB|Q93009,DUB,Q93009,Q13309,USP7,SKP2,USP,0,neg2x_initial_degree_matched,,USP7,SKP2,SKP2|USP7,True
DUB|Q93009|P10070,DUB|Q93009,DUB,Q93009,P10070,USP7,GLI2,USP,0,neg2x_initial_degree_matched,,USP7,GLI2,GLI2|USP7,True
DUB|Q93009|P78406,DUB|Q93009,DUB,Q93009,P78406,USP7,RAE1,USP,0,neg2x_initial_degree_matched,,USP7,RAE1,RAE1|USP7,True
DUB|Q93009|Q9UNE7,DUB|Q93009,DUB,Q93009,Q9UNE7,USP7,STUB1,USP,0,neg2x_initial_degree_matched,,USP7,STUB1,STUB1|USP7,True
DUB|Q93009|Q92905,DUB|Q93009,DUB,Q93009,Q92905,USP7,COPS5,USP,0,neg2x_initial_degree_matched,,USP7,COPS5,COPS5|USP7,True
DUB|Q93009|P17302,DUB|Q93009,DUB,Q93009,P17302,USP7,GJA1,USP,0,neg2x_initial_degree_matched,,USP7,GJA1,GJA1|USP7,True
DUB|Q93009|P10636,DUB|Q93009,DUB,Q93009,P10636,USP7,MAPT,USP,0,neg2x_initial_degree_matched,,USP7,MAPT,MAPT|USP7,True
DUB|Q93009|Q8N6T7,DUB|Q93009,DUB,Q93009,Q8N6T7,USP7,SIRT6,USP,0,neg2x_initial_degree_matched,,USP7,SIRT6,SIRT6|USP7,True
DUB|Q93009|Q13114,DUB|Q93009,DUB,Q93009,Q13114,USP7,TRAF3,USP,0,neg2x_initial_degree_matched,,USP7,TRAF3,TRAF3|USP7,True
DUB|Q93009|O95863,DUB|Q93009,DUB,Q93009,O95863,USP7,SNAI1,USP,0,neg2x_initial_degree_matched,,USP7,SNAI1,SNAI1|USP7,True
DUB|Q93009|Q13547,DUB|Q93009,DUB,Q93009,Q13547,USP7,HDAC1,USP,0,neg2x_initial_degree_matched,,USP7,HDAC1,HDAC1|USP7,True
DUB|Q93009|Q15287,DUB|Q93009,DUB,Q93009,Q15287,USP7,RNPS1,USP,0,neg2x_initial_degree_matched,,USP7,RNPS1,RNPS1|USP7,True
DUB|Q93009|Q16777,DUB|Q93009,DUB,Q93009,Q16777,USP7,HIST2H2AC,USP,0,neg2x_initial_degree_matched,,USP7,HIST2H2AC,HIST2H2AC|USP7,True
DUB|Q93009|Q9H6Z9,DUB|Q93009,DUB,Q93009,Q9H6Z9,USP7,EGLN3,USP,0,neg2x_initial_degree_matched,,USP7,EGLN3,EGLN3|USP7,True
DUB|Q93009|P33981,DUB|Q93009,DUB,Q93009,P33981,USP7,TTK,USP,0,neg2x_initial_degree_matched,,USP7,TTK,TTK|USP7,True
DUB|Q93009|Q01844,DUB|Q93009,DUB,Q93009,Q01844,USP7,EWSR1,USP,0,neg2x_initial_degree_matched,,USP7,EWSR1,EWSR1|USP7,True
DUB|Q93009|Q96EB6,DUB|Q93009,DUB,Q93009,Q96EB6,USP7,SIRT1,USP,0,neg2x_initial_degree_matched,,USP7,SIRT1,SIRT1|USP7,True
DUB|Q96FW1|P25445,DUB|Q96FW1,DUB,Q96FW1,P25445,OTUB1,FAS,OTU,0,neg2x_initial_degree_matched,,OTUB1,FAS,FAS|OTUB1,True
DUB|Q96FW1|Q13485,DUB|Q96FW1,DUB,Q96FW1,Q13485,OTUB1,SMAD4,OTU,0,neg2x_initial_degree_matched,,OTUB1,SMAD4,OTUB1|SMAD4,True
DUB|Q96FW1|P04629,DUB|Q96FW1,DUB,Q96FW1,P04629,OTUB1,NTRK1,OTU,0,neg2x_initial_degree_matched,,OTUB1,NTRK1,NTRK1|OTUB1,True
DUB|Q96K76|Q9H6Z9,DUB|Q96K76,DUB,Q96K76,Q9H6Z9,USP47,EGLN3,USP,0,neg2x_initial_degree_matched,,USP47,EGLN3,EGLN3|USP47,True
DUB|Q96RU2|P38398,DUB|Q96RU2,DUB,Q96RU2,P38398,USP28,BRCA1,USP,0,neg2x_initial_degree_matched,,USP28,BRCA1,BRCA1|USP28,True
DUB|Q96RU2|O14965,DUB|Q96RU2,DUB,Q96RU2,O14965,USP28,AURKA,USP,0,neg2x_initial_degree_matched,,USP28,AURKA,AURKA|USP28,True
DUB|Q96RU2|Q92783,DUB|Q96RU2,DUB,Q96RU2,Q92783,USP28,STAM,USP,0,neg2x_initial_degree_matched,,USP28,STAM,STAM|USP28,True
DUB|Q9NQC7|P19474,DUB|Q9NQC7,DUB,Q9NQC7,P19474,CYLD,TRIM21,USP,0,neg2x_initial_degree_matched,,CYLD,TRIM21,CYLD|TRIM21,True
DUB|Q9NQC7|Q7Z434,DUB|Q9NQC7,DUB,Q9NQC7,Q7Z434,CYLD,MAVS,USP,0,neg2x_initial_degree_matched,,CYLD,MAVS,CYLD|MAVS,True
DUB|Q9NQC7|Q9UMS4,DUB|Q9NQC7,DUB,Q9NQC7,Q9UMS4,CYLD,PRPF19,USP,0,neg2x_initial_degree_matched,,CYLD,PRPF19,CYLD|PRPF19,True
DUB|Q9NQC7|Q15750,DUB|Q9NQC7,DUB,Q9NQC7,Q15750,CYLD,TAB1,USP,0,neg2x_initial_degree_matched,,CYLD,TAB1,CYLD|TAB1,True
DUB|Q9P275|O95863,DUB|Q9P275,DUB,Q9P275,O95863,USP36,SNAI1,USP,0,neg2x_initial_degree_matched,,USP36,SNAI1,SNAI1|USP36,True
DUB|Q9UGI0|P14618,DUB|Q9UGI0,DUB,Q9UGI0,P14618,ZRANB1,PKM,OTU,0,neg2x_initial_degree_matched,,ZRANB1,PKM,PKM|ZRANB1,True
DUB|Q9UGI0|Q16777,DUB|Q9UGI0,DUB,Q9UGI0,Q16777,ZRANB1,HIST2H2AC,OTU,0,neg2x_initial_degree_matched,,ZRANB1,HIST2H2AC,HIST2H2AC|ZRANB1,True
DUB|Q9UGI0|Q9HC16,DUB|Q9UGI0,DUB,Q9UGI0,Q9HC16,ZRANB1,APOBEC3G,OTU,0,neg2x_initial_degree_matched,,ZRANB1,APOBEC3G,APOBEC3G|ZRANB1,True
DUB|Q9UGI0|P62249,DUB|Q9UGI0,DUB,Q9UGI0,P62249,ZRANB1,RPS16,OTU,0,neg2x_initial_degree_matched,,ZRANB1,RPS16,RPS16|ZRANB1,True
DUB|Q9UGI0|O00425,DUB|Q9UGI0,DUB,Q9UGI0,O00425,ZRANB1,IGF2BP3,OTU,0,neg2x_initial_degree_matched,,ZRANB1,IGF2BP3,IGF2BP3|ZRANB1,True
DUB|Q9UHP3|Q9H4P4,DUB|Q9UHP3,DUB,Q9UHP3,Q9H4P4,USP25,RNF41,USP,0,neg2x_initial_degree_matched,,USP25,RNF41,RNF41|USP25,True
DUB|Q9UPT9|P10275,DUB|Q9UPT9,DUB,Q9UPT9,P10275,USP22,AR,USP,0,neg2x_initial_degree_matched,,USP22,AR,AR|USP22,True
DUB|Q9Y2K6|O14965,DUB|Q9Y2K6,DUB,Q9Y2K6,O14965,USP20,AURKA,USP,0,neg2x_initial_degree_matched,,USP20,AURKA,AURKA|USP20,True
DUB|Q9Y4E8|Q86YT6,DUB|Q9Y4E8,DUB,Q9Y4E8,Q86YT6,USP15,MIB1,USP,0,neg2x_initial_degree_matched,,USP15,MIB1,MIB1|USP15,True
DUB|Q9Y4E8|P08670,DUB|Q9Y4E8,DUB,Q9Y4E8,P08670,USP15,VIM,USP,0,neg2x_initial_degree_matched,,USP15,VIM,USP15|VIM,True
DUB|Q9Y4E8|P53350,DUB|Q9Y4E8,DUB,Q9Y4E8,P53350,USP15,PLK1,USP,0,neg2x_initial_degree_matched,,USP15,PLK1,PLK1|USP15,True
DUB|Q9Y4E8|Q9HCE7,DUB|Q9Y4E8,DUB,Q9Y4E8,Q9HCE7,USP15,SMURF1,USP,0,neg2x_initial_degree_matched,,USP15,SMURF1,SMURF1|USP15,True
DUB|Q9Y4E8|P14373,DUB|Q9Y4E8,DUB,Q9Y4E8,P14373,USP15,TRIM27,USP,0,neg2x_initial_degree_matched,,USP15,TRIM27,TRIM27|USP15,True
DUB|Q9Y4E8|P35226,DUB|Q9Y4E8,DUB,Q9Y4E8,P35226,USP15,BMI1,USP,0,neg2x_initial_degree_matched,,USP15,BMI1,BMI1|USP15,True
DUB|Q9Y4E8|P46937,DUB|Q9Y4E8,DUB,Q9Y4E8,P46937,USP15,YAP1,USP,0,neg2x_initial_degree_matched,,USP15,YAP1,USP15|YAP1,True
DUB|Q9Y4E8|P41134,DUB|Q9Y4E8,DUB,Q9Y4E8,P41134,USP15,ID1,USP,0,neg2x_initial_degree_matched,,USP15,ID1,ID1|USP15,True
DUB|Q9Y4E8|Q13546,DUB|Q9Y4E8,DUB,Q9Y4E8,Q13546,USP15,RIPK1,USP,0,neg2x_initial_degree_matched,,USP15,RIPK1,RIPK1|USP15,True
DUB|Q9Y4E8|Q14457,DUB|Q9Y4E8,DUB,Q9Y4E8,Q14457,USP15,BECN1,USP,0,neg2x_initial_degree_matched,,USP15,BECN1,BECN1|USP15,True
DUB|Q9Y4E8|P46531,DUB|Q9Y4E8,DUB,Q9Y4E8,P46531,USP15,NOTCH1,USP,0,neg2x_initial_degree_matched,,USP15,NOTCH1,NOTCH1|USP15,True
DUB|Q9Y4E8|O95835,DUB|Q9Y4E8,DUB,Q9Y4E8,O95835,USP15,LATS1,USP,0,neg2x_initial_degree_matched,,USP15,LATS1,LATS1|USP15,True
DUB|Q9Y4E8|O00429,DUB|Q9Y4E8,DUB,Q9Y4E8,O00429,USP15,DNM1L,USP,0,neg2x_initial_degree_matched,,USP15,DNM1L,DNM1L|USP15,True
DUB|Q9Y5K5|O00327,DUB|Q9Y5K5,DUB,Q9Y5K5,O00327,UCHL5,ARNTL,UCH,0,neg2x_initial_degree_matched,,UCHL5,ARNTL,ARNTL|UCHL5,True
DUB|Q9Y5K5|P25490,DUB|Q9Y5K5,DUB,Q9Y5K5,P25490,UCHL5,YY1,UCH,0,neg2x_initial_degree_matched,,UCHL5,YY1,UCHL5|YY1,True
